date,Adj Close,Close,High,Low,Open,Volume,daily_return,daily_volatility,sentiment_label,sentiment_confidence,news_headlines
2021-06-01,397.6504821777344,419.6700134277344,422.7200012207031,419.20001220703125,422.57000732421875,54216600,-0.006862753735996558,0.008329954688362791,negative,0.5718743205070496,"Baidu And JD.com Lead The Nasdaq Higher Tuesday || Market On Close Imbalance: Seeing $27M To Sell Side || NIH Says Clinical Trial Evaluating Mixed COVID-19 Vaccine Schedules Begins; Says Trial To Evaluate Safety, Immunogenicity Of Various Vaccine Booster Regimens || Fed's Kashkari Says Childcare Issues, Fear Of Virus Keeping People From Workplace; Says Higher Inflation Is Not Here To Stay || Dallas Fed Manufacturing Business Index For May 34.9 Vs 37.3 Prior || ISM Manufacturing PMI For May 61.2 Vs 60.9 Est; Prior 89.6 || Manufacturing PMI For May 62.1 Vs 61.5 Prior || White House Official Says CDC Closely Tracking Avian Flu Case In China || S&P 500 Futures Move Higher At Market Open, Above 4,230 Level || Biden To Host Republican Senator Capito At White House On Wednesday Afternoon To Discuss Infrastructure || U.S. Futures, European Markets Higher on Strong Eurozone Economic Data; Crude Hits Highest Price Since Oct 2018 on Reports OPEC+ to Maintain Current Level of Gradual Production Curb Easing at Tuesday Meeting"
2021-06-02,398.27593994140625,420.3299865722656,421.2300109863281,419.2900085449219,420.3699951171875,49097100,-9.517459710872497e-05,0.004614987900992865,positive,0.9999834299087524,"Fed Plans To Wind Down Pandemic Corporate Credit Facility || 'Israeli opposition makes a coalition deal to topple Netanyahu.' -New York Times Report || US President Biden To Amend Trump's China Blacklist, Will Target Key Industries Including Defense, Surveillance Technology Sectors || Market On Close Imbalance: $2.6B To Buy Side || Market On Close Imbalance: $614M To Buy Side || Market On Close Imbalance: $800M On Buy Side || Catalent Shares Volatile Over Last Few Mins Amid Report US Gov't. Discussing Producing AstraZeneca's COVID-19 Vaccine In A Co. Factory || San Francisco Beige Book: Economic activity in the District expanded significantly, and labor market conditions continued to improve modestly. Wages and inflation picked up further. || Dallas Beige Book: The District economy expanded at a solid rate, bolstered by continued strong growth in housing, manufacturing, and nonfinancial services. Drilling activity rose further. || Kansas City Beige Book: Economic activity rose moderately since the last survey. Consumer spending increased moderately, and sales were above pre-pandemic levels for the majority of retail, restaurant, and auto contacts. || Minneapolis Beige Book: The District economy saw robust demand, tempered by inventory shortages and rising prices. || St. Louis Beige Book: Contacts reported that economic conditions have moderately improved since our previous report. || Chicago Beige Book: Economic activity increased moderately. Employment, consumer spending, business spending, and manufacturing production all increased moderately, while construction and real estate was flat. || Atlanta Beige Book: Economic activity expanded at a moderate pace. Labor markets improved and wage pressures picked up for some positions. Some nonlabor costs remained elevated. Retail sales increased. || Richmond Beige Book: The regional economy expanded moderately in recent weeks. Manufacturers and service providers reported increased activity but also faced higher labor and input costs as well as shortages of materials. || Cleveland Beige Book: The pace of business activity quickened, and contacts expect that demand will remain strong in the near term. However, supply chain bottlenecks constrained growth and caused materials costs to escalate. || Philadelphia Beige Book: Business activity continued at a moderate pace of growth during the current Beige Book period – still below levels attained prior to the pandemic. || Boston Beige Book: Business activity in the First District expanded at a moderate pace. Restaurant sales were up sharply, and restaurant openings buoyed retail property leasing. || New York Beige Book: The regional economy continued to grow at a strong pace, with growth broad-based across industries. Hiring picked up and wages continued to grow moderately, with availability of workers cited as a top concern. || Beige Book: On Balance, Overall Price Pressures Increased Further Since Last Report || Federal Reserve Beige Book For June 2, 2021 (Full Report) || President Biden Says Unvaccinated People Who Think They Cannot Get COVID Are 'Just Dead Wrong;' Says U.S. Is Heading Into Summer Dramatically Different From Last Year's Summer || President Biden Delivers Update On COVID-19 Vaccine Program (Live Stream Link) || Fed's Harker Says U.S. Economy To Grow 7% This Year, 3% Next Year || Philly Fed Pres Harker Says Fed Will Not Taper Bond Buying Suddenly, Sees Funds Rates Low For A 'Long Time,' But May Be Time To Think About Thinking About Tapering || 'Iranian Warship Sinks in Gulf of Oman' -Voice Of America Report || US Has Delayed Digital Tax Tariffs To Allow Time For G20's Organization For Economic Co-Operation And Development Deal || FAA Top Safety Official Will Step Down, Effective Jun. 30 || USA Dallas Fed Texas Service Sector Outlook Survey for May 40.000 vs 34.900 Prior || USA Dallas Fed Services Revenues for May 23.900 vs 26.100 Prior || Trump Blog Page Shuts Down For Good || Chinese COVID Advisor Zhang Says China May Reopen Borders To Some Countries During First Half Of 2022 || S&P 500 Futures Move Below 4,200 Level || Redbook: U.S. Retail Sales First 4 Weeks Of May +13.1% Vs May Prior Year; U.S. Retail Sales +13% Week End May 29 Vs Prior Year"
2021-06-03,396.7977600097656,418.7699890136719,419.989990234375,416.2799987792969,417.8500061035156,58138800,0.00220170610678019,0.008878763673295327,neutral,1.0,"Tesla And Baidu Lead The QQQ Lower Thursday || MOC Imbalance $250M on Buy Side || Trump to Speak at Dallas CPAC Event in July || Market On Close Imbalance: $196M To Sell Side || New York Fed President John Williams Sees Supply Chain Issues Being Resolved In Coming Months || President Biden Expands Blacklist Of Chinese Companies Banned From Taking U.S. Investment; Cos On List Include Zhonghang Electronic, Jiangxi Hongdu Aviation, China Unicom, China Telecom, CNOOC, Huawei, SMIC, China Mobile || White House Says Biden Has Ruled Out Imposing User Fees For Infrastructure Plans || White House Says President Biden Believes We Should Continue To Look At Raising Corporate Tax Rate || Senate Minority Leader McConnell Says Republicans Are Still Hoping To Come To An Agreement With President Biden On Significant Infrastructure Package That Is Fully Paid For || Chicago Mayor Says City Plans To Fully Reopen On June 11 || US Commerce Secretary Says Infrastructure Bill Needs To Be $1T+ || President Biden's $1.7T Proposal Includes $1T Minimum In New Spending For Infrastructure || New York Representative Elise Stefanik Urges Secretary Of Homeland Security To Reopen US/Canada Border || S&P 500 Futures Move Above 4,200 Level || UPDATE: 'Biden offers major change to tax proposal in effort to secure infrastructure deal with Republicans' -Washington Post || 'Biden proposed leaving the top corporate tax rate intact, and setting up a new minimum rate of 15 percent, in an attempt to woo Republicans on an infrastructure deal yesterday' -Tweet From Washington Post Reporter || 'This morning's US data (ISM services index , jobless claims, ADP jobs) came in either in line or better than expected They confirm the strong ongoing recovery but leave unanswered some key questions about the functioning of the labor market' -Tweet || USA ISM Non-Manufacturing PMI for May 64.000 vs 63.000 Est; Prior 62.700 || USA Markit Services PMI for May 70.400 vs 70.100 Est; Prior 70.100 || USA Markit Composite PMI for May 68.700 vs 68.100 Est; Prior 63.500 || New York Fed Comments In Statement On Corporate Credit Facility; Says To Begin Gradually Selling Corporate Bond Holdings June 7 || USA Continuing Claims for May 21 3.771M vs 3.615M Est; Prior 3.642M || USA Initial Jobless Claims for May 28 385.000K vs 390.000K Est; Prior 406.000K || USA Unit Labor Costs (QoQ) for Q1 1.700% vs (0.400)% Est; Prior (0.300)% || USA Nonfarm Productivity (QoQ) for Q1 5.400% vs 5.500% Est; Prior 5.400% || ADP Revises Apr. Jobs Added Data From 742K Initially To 654K || USA ADP Employment Change for May 978.000K vs 650.000K Est; Prior 742.000K || Bank Of America Chair, CEO, Pres Brian Moynihan Says The Time To Watch Inflation Will Be Early 2022 || May Job Cuts Announced By US-Based Employers 24,586, Down 93.8% vs Year-Ago || U.S. Equity Futures, European Markets Lower Ahead of Friday Jobs Data"
2021-06-04,400.4268493652344,422.6000061035156,422.9200134277344,418.8399963378906,420.75,55938800,0.004396924785539216,0.009697010314542483,neutral,0.9999994039535522,"The Week In Cannabis: Amazon, Canopy's Earnings, Africa's Largest Co., Drake, Ashley Benson And More || Microsoft, Apple And Intel Lead The Dow Jones Higher Friday || S&P 500 Futures Push Over 4,230 Level Into Last 10 Mins Of This Week's Trading || Market On Close Imbalance: $2B To Buy Side || S&P 500 Futures Mark New Session High, Now Up ~0.9%, To 4,229; REMINDER: All-Time High In S&P 500 Futures Is 4,238.25 || White House Advisor Deese Says Administration Has Identified Concrete Solutions On Semiconductor Supply Chains || Former President Donald Trump Says 2-Year Suspension Of His Facebook Account Is 'An Insult To Americans Who Voted For Him In 2020 Election' || 'NJ Ends COVID Public Health Emergency' -NewYork4 Report || Unusual Options Activity Insight: SPDR S&P 500 || Republican Representative Brady Says President Biden's Minimum Tax Would Reverse Trump Tax Cuts || President Biden Says May Jobs Report Shows Signs Of Progress In U.S. Economy || Cleveland Fed Pres Mester Says At This Point We Are Not Anywhere Near The Point Where Wage Gains Feed Into Underlying Inflation || Cleveland Fed Pres Mester Says Some Valuations In Stock Market Look Higher Than Can Be Supported By Fundamentals But Fed Policy Is Not Driving That Sentiment || Fed's Mester Says Fed Wants To Be Deliberately Patient With Monetary Policy || USA Factory Orders Ex-Transportation (MoM) for Apr 0.500% vs 1.700% Prior || USA Factory Orders (MoM) for Apr (0.600)% vs (0.200) Est; Prior 1.100% || USA Unemployment Rate for May 5.800% vs 5.900% Est; Prior 6.100% || USA Private Payrolls for May 492.000K vs 600.000K Est; Prior 218.000K || USA Nonfarm Payrolls for May 559.000K vs 650.000K Est; Prior 266.000K || Fed's Powell Said Climate Change Today Is Not Something We Consider in Setting Monetary Policy || Fed Chair Powell Sais Expects Central Banks To Work Together On Climate Issues || Fed Chair Jay Powell, ECB's Christine Lagarde Now Participating In Panel 'Central banks and climate change' For Green Swan Conference || Fed Chair Jay Powell To Speak On 'Central banks and climate change' At the Green Swan 2021 Global Virtual Conference 7 a.m. EDT || U.S. Equity Futures Mixed Ahead of Powell Speech at 7:00 AM ET, Nonfarm Payroll Data at 8:30 AM ET || UPDATE: UK's Medicines and Healthcare products Regulatory Agency Says Data For Neutralizing Antibodies Of Pfizer/BioNTech's COVID-19 Vaccine Work At Same Levels As Seen In Adults Aged 16-25 Years"
2021-06-07,400.0383605957031,422.19000244140625,422.7799987792969,421.19000244140625,422.5899963378906,51555000,-0.0009465294965585308,0.0037625034943309693,neutral,0.9643668532371521,"US Federal Reserve Announces It Will Release 2021 Bank Stress Test Results On June 24 At 4:30 p.m. EDT || Market On Close Imbalance: $2.9B To Buy Side || Market On Close Imbalance: 9M To Sell Side || Senate Minority Leader McConnell Says Schumer's June Agenda Is 'Designed To Fail' || U.S. Senate Majority Leader Schumer Says In June, We Will Consider Voting Rights, Paycheck Bills || S&P 500 Futures Move Higher Over Last Few Minutes || Bitcoin Futures Quiet; Reuters Reports U.S. Recovers Millions In Cryptocurrency Paid To Colonial Pipeline Randsomware Hackers || 'The Fed should pull back 'excessive emergency conditions' that have become a market risk, BlackRock's Rick Rieder says' -Article From Business Insider || White House Says Biden Has Opened Talks On Infrastructure With Some Republican Senators, Including Mitt Romeny || Province On Ontario, Canada To Loosen COVID-19 Restrictions Starting Jun. 11, 3 Days Ahead Of Schedule || CNBC Anchor Scott Wapner Tweets 'We've got some new reporting at the top of our show today that you're not going to want to miss.  15 mins away.' || SEC Chair Asked Staff For Recommendations On How To Tighten Rules On Trading Plans Companies Use When Selling Stocks They Own || Voice Of America YouTube Video Includes Background On 'why the administration of @JoeBiden is including #nuclearpower as a carbon-free resource to meet its net zero emissions goals' || UPDATE: SEC Says On Look Out For Manipulation And Other Forms Of Misconduct || SEC Says It's Monitoring Ongoing 'Volatility In Certain Stocks' || S&P 500 Futures See New Lows, Touch 4,220 Level || Bitcoin Falls With Broader Stock Market Amid Headline SEC Said To Be Concerned With Tesla Accepting Crypto; Tesla Shares Quiet || U.S Supreme Court Rules In Favor Of Biden Administration's Refusal Of Permanent Residency To Immigrants With Temporary Protected Status Who Entered U.S. Illegally || USA CB Employment Trends Index for May 107.350 vs 105.400 Prior || German Chancellor Angela Merkel Says Global Chip Shortage Hampers Pandemic Recovery || OPEC Secretary General Says OECD Oil Stocks Fell By 6.9M Barrels In April; Says Expects Further Draws In Coming Months; Says OPEC+ Conformity With Supply Curbs Was 114% In April || AMC, BlackBerry Other Stonks Surge In Monday's Pre-Market Session"
2021-06-08,400.1236572265625,422.2799987792969,423.2099914550781,420.32000732421875,423.1099853515625,47134300,-0.001961633147409623,0.00683033781029319,neutral,0.5706009864807129,"U.S. Airline Industry Group Praises White House Working Group Decision On Travel, Says They 'Should Act Quickly' To Allow Fully Vaccinated People To Travel To The U.S. || Syrian Air Defense Responds To 'An Israeli Aggression' After Explosions Were Heard Over Damascus || U.S. Senator Capito Says President Biden Has Ended Infrastructure Negotiations With Republicans || Biden Admin. Official Says Pres Biden's Talks With Republican Group Led By West Virginia Senator Capito 'Over For Now' || Amazon And Intuit Lead The Nasdaq In A Mixed Day Of Trading || Market On Close Imbalance: Seeing $1.6B To Buy Side || Market On Close Imbalance: Seeing $400M To Sell Side || S&P 500 Futures Move To 4,230 Level On Volume, Turn Positive For Session || U.S. Eases Travel Advisories For Several European Nations || EU, U.S. To Pledge To End Aircraft, Metals Dispute This Year || BZ NOTE On Headline Ford Warns Chip Shortage Could Spill Into 2022: Some Sources Had Previously Been Warning Chip Shortage Could Last Through 2022 And Into 2023, According To Forrester Research || Ford Sees Risk Chip Shortage Could Spill Into 2022 || U.S. State Department Upgrades Mexico Travel Advisory To 'Reconsider Travel' From 'Do Not Travel' || IRS Head Says Congress Should Provide Clear Authority Requiring Large Cryptocurrency Transfers Be Reported To IRS || UPDATE: Capito Says Has Not Heard From President Biden About Infrastructure Bill; BZ NOTE: Capito Has Been Considered An 'On-The-Fence' Voter, Could Be A Potential Republican Vote On Democrat Infrastructure Bill || U.S. State Department Lifts Canada Advisory To 'Reconsider Travel' || Republican West Virginia Senator Shelley Capito Says Thinks There Is A Chance For An Infrastructure Deal, But Not A Good Chance || U.S. Republican Senator Capito Says She Does Not Expect To Reach Agreement On Infrastructure With Biden On Tuesday || S&P 500 Futures Approach 4,200 Level, Down 0.4% || IRS Chief Asks Congress For Authority To Regulate Crypto || Robinhood Says Is Investigating Reports Some Customers Encountering Error When Trying To Close An Options Position || USA JOLTs Job Openings for Apr 9.286M vs 8.123M Prior || S&P 500 Futures Move Lower Over Last Few Minutes, Approach 4,220 Level || USA Redbook Retail Sales 14.5% Week End June 5 Vs Year Ago || USA Exports for Apr $204.990B vs $50.620B Prior || USA Imports for Apr $273.890B vs $274.480B Prior || USA Trade Balance for Apr $(68.900B) vs $(69.000B) Est; Prior $(74.400B) || Pfizer Says Children Under 6 Months May Subsequently Be Evaluated For Vaccine Trial Once Acceptable Safety Profile Is Established || UPDATE: '...Now moving into ph 2/3 portion of trial, planning to enroll up to 4,500 participants in US, Finland, Poland & Spain' -Tweet From CNBC's Meg Tirrell || 'Pfizer says it's selected lower doses for #covid19 vaccine trials in kids: -10 micrograms (ug) for ages 5-11, -3 ug for 6 mo-4 (2 doses each. Dose for 12+ = 30 ug)...' -Tweet From CNBC's Meg Tirrell || Colonial Pipeline COE To Testify Before Senate Today"
2021-06-09,399.52667236328125,421.6499938964844,423.260009765625,421.4100036621094,423.17999267578125,48436300,-0.003615479951267643,0.004371676675492086,neutral,1.0,"No Wasting Away Here: Jimmy Buffett's 'Margaritaville' Business Empire In Post-Pandemic Expansion Mode || G7 Group Has Agreed To Purchase Additional 1B Vaccine Doses || Twitter And Regeneron Lead The SPY In Another Mixed Day Of Trading || US Talking With Moderna For COVID-19 Vaccine Doses For World || Market On Close Imbalance: $1.1B To Sell Side || Market On Close Imbalance: $600M To Sell Side || S&P 500 Futures Fall ~6 Points Over Last 10 Mins, Rebound Off 4,220 Level; S&P 500 Futures Recently Turn Negative || 3 Upcoming Policy Shifts That Could Impact The Stock Market || 'Biden administration to buy 500 million Pfizer coronavirus vaccine doses to donate to the world' -Article From Washington Post $ || Canadian Health Minister, Asked When COVID-Related Restrictions On US-Canada Border To Be Lifted, Says 'It Is Better Now To Be Slow, Cautious Rather Than Going More Quickly, Risking More Outbreaks' || UPDATE: SEC To Consider Rules To Address Payment-For-Order Flow, Best Execution, Among Other Issues || UPDATE: SEC Considering Changes To Exchange, Broker-Pricing Rules || SEC Chair Says SEC To Undertake Broad Review Of Stock-Market Structure || Canadian Health Minister Says Is Considering Whether It Will Allow Fully-Vaccinated Citizens Returning to Canada To Avoid Spending Time In Supervised Quarantine Facilities || Senate Majority Leader Schumer Tweets 'I'm committing to working with Senator Wyden to put real teeth into anti-censorship provisions before this bill becomes law.' || Republican Senator Hawley Calls President Biden's Reversal Of TikTok Ban 'Alarming;' BZ NOTE: Sen. Hawley Sits On The Homeland Security And Governmental Affairs Committee || Canada To Outline Multi-Step Process For Reopening Borders Once Certain Conditions Met; Says Canadians Who Are Fully Vaccinated Will Be Allowed To Return, Take COVID Test And Exit Quarantine || 'China's Qinghai Province Has Ordered All Crypto Miners to Shut Down' -Coindesk Report || UPDATE: President Biden Signs Executive Order On U.S. Data Protection, Revokes Trump Order Banning TikTok || China Reports Outbreak Of H5N8 Bird Flu In Wild Birds In Shaanxi Province || USA Wholesale Inventories (MoM) for Apr 0.800% vs 0.800% Prior || 'Feds to lift 14-day quarantine requirement for fully vaccinated Canadian travellers' -TorontoCityNews Report || President Biden Is Close To Issuing New Executive Order Targeting Personal Data Collection By Apps Like WeChat And TikTok; Order Will Address Concerns About Use Of Sensitive Personal Data Without Targeting Specific Companies || U.S. 30-Year Falls To 2.1483%, Lowest Level Since March 1 || UK Epidemiologist Ferguson Says Possible We Could See 3rd Wave Comparable In Terms Of Hospitalizations, If Not Deaths, To 2nd Wave || Biden Says Will Make Clear To Putin And China That U.S. And EU Are United || U.S. Equity Futures, European Markets Flat Ahead of Thursday's European Central Bank Monetary Policy Decision"
2021-06-10,401.38385009765625,423.6099853515625,424.6300048828125,421.54998779296875,422.9599914550781,51020100,0.0015367739493474285,0.0072820530359096,neutral,0.7831248641014099,"White House Says Opposes Any Electric Vehicle Mileage Tax Or Indexing Gasoline Taxes To Adjusting For Inflation In Infrastructure Package || 2 Reasons To Stay Overweight On The Financial Sector || McDonald's And Microsoft Lead The Dow Jones In A Mixed Day Of Trading || Market On Close Imbalance: Seeing $500M To Sell Side || Market On Close Imbalance: Seeing $635M To Sell Side || Sen. Toomey Raises Concerns Over Burdensome Cryptocurrency Proposals || Market On Close Imbalance: Seeing $700M To Sell Side || U.S. Senate Commerce Committee Set To Unveil $78B Bipartisan Surface Transportation Bill || President Biden, UK Prime Minister Johnson Commit To A Global Minimum Tax Of At Least 15% || Apple Options Traders Pile In Despite Market Uncertainty || U.S. Treasury Removes 3 Iranian Citizens Listed As Managing Directors Of National Iranian Oil Company From List Of Specially Designated Nationals; Crude Shares Move Higher || Senate Minority Leader McConnell Says He Has Not Been Informed Of Tentative Deal In Bipartisan Talks On Infrastructure; Says Talks Are Ongoing || U.S. Has Lifted Restrictions On Iranian Oil Officials || Republican Senator Grassley Says Open To Indexing Gas Tax To Pay For Infrastructure || Experts React To 5% CPI Inflation, Highest Since 2008 || FDA Adcom Panel Says Pfizer, BioNTech's COVID-19 Vaccine For 12-15 Year Olds Has Same Side Effect Profile As For 16-25 Year Olds || This Is The Critical Level For The SPY ETF || 'No Obamacare ruling today. The court issued one opinions relating to the Armed Career Criminal Act' -Tweet From Bloomberg Law Reporter || US General Tells Senate China Is Increasing Its Military Capacity At A 'Very Serious, Sustained Rate' || Homebuilders Index Sings 3.4% To Lowest In Over 10 Years || Maine Republican Senator Susan Collins Says US Senate Minority Leader Mitch McConnell Told Republicans He Is 'Open' To A New Bipartisan Infrastructure Plan || S&P 500 Futures Mark New All-Time High At 4,245.75, Up 0.6% For Session || USA CPI (YoY) for May 5.000% vs 4.700% Est; Prior 4.200% || USA CPI (MoM) for May 0.600% vs 0.400% Est; Prior 0.800% || USA Core CPI (YoY) for May 3.800% vs 3.400% Est; Prior 3.000% || USA Core CPI (MoM) for May 0.700% vs 0.400% Est; Prior 0.900% || USA Initial Jobless Claims for Jun 4 376.000K vs 370.000K Est; Prior 385.000K || 'Two members of U.S. FDA advisory panel resign over Alzheimer's drug approval' -Reuters || U.S. Equity Futures, European Markets Flat Ahead of ECB Rate Decision at  7:45AM ET"
2021-06-11,402.0470886230469,424.30999755859375,424.42999267578125,422.82000732421875,424.20001220703125,45570800,0.0002592771060761345,0.003795344896823683,neutral,1.0,"The Week In Cannabis: Federal Research Bill, George Lopez, Brazil, Morocco, Columbia Care And More || Nvidia And Dollar Tree Lead The Nasdaq In A Mixed Day For The Markets || Market On Close Imbalance: $2.4B To Buy Side || Market On Close Imbalance: $537M On Sell Side || Market On Close Imbalance: $153M To Sell Side || 2 ETFs For A Potential Market Sell-Off || White House Says It Will Return $2B In Border Wall Funds to The Military || G7 Leaders Discussed Need For Some Kind Of Long-Term Fiscal Anchor || G7 Leaders Had Brief Discussion On Inflation, Thought Inflation Will Be Temporary || G7 Leaders Had Broad Consensus On Continued Support For Fiscal Expansion At This Stage || 'Democrats demand Barr, Sessions testify on Apple data subpoenas' -The Hill || US Proposes Federal Buildings Phase Out Fossil Fuels || Biden Admin. To Propose Suspending Liquified Natural Gas By Rail Shipments || German Chancellor Angela Merkel To Meet With US President Biden At The White House On Jul. 15 || 'TSMC considering first chip packaging plant in US' -Nikkei || U.S. Equity Futures Mixed; European Markets at Record Highs Following Thursday ECB Guidance on Continued Stimulus || Stonks Find Their Groove Back In Early Pre-Market After Thursday's Slump, AMC, UWM, ContextLogic Surge"
2021-06-14,402.94732666015625,425.260009765625,425.3699951171875,423.1000061035156,424.42999267578125,42358500,0.001955604231951142,0.005348323758556577,positive,0.6457323431968689,"Netflix, Apple And Facebook Lead The QQQ Higher Monday || US President Biden Says Republican Party Is Vastly Diminished In Numbers || Market On Close Imbalance: Seeing $765M To Sell Side || US President Biden Says Not Looking For Conflict With Russia; Says Will Respond If Russia Continues Harmful Activities || President Biden Says Russia, China Seeking To Drive Wedge In Transatlantic Solidarity || Early Market On Close Imbalance: Seeing $600M To Sell Side || Analyzing SPDR S&amp;P 500's Unusual Options Activity || Fed Officials Could Signal this Week they Anticipate Raising Interest Sooner than previously Expected on High Inflation Readings"
